"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"GIN",2001,18571.52585588266,6477901.188778521
"GLP",2001,320.7023855663232,115244.39759424905
"GMB",2001,3.297421863044837,690.3373855057415
"GNB",2001,2362.153028344956,733456.2864161631
"GNQ",2001,3585.419101424056,2181744.0536105777
"GRC",2001,12616.82202214095,3176232.244042824
"GRD",2001,32.81085886820271,18217.298024868815
"GTM",2001,53310.17515247025,21223630.418711778
"GUF",2001,3033.287748554058,2260496.4446791722
"GUY",2001,10039.867706898678,6249182.865281687
"HKG",2001,7.981291213915407,3318.767158942745
"HND",2001,42380.174456743924,17513097.704013884
"HRV",2001,3378.4896036338837,1176255.026415904
"HTI",2001,2469.0482983445627,830884.543427014
"HUN",2001,7522.059331818265,2539773.82270794
"IDN",2001,744087.98910985,459279420.8392247
"IMN",2001,15.975437616743118,4487.320094806903
"IND",2001,62361.17449538431,30907246.394519985
"IRL",2001,9559.474140866354,3747097.571292302
"IRN",2001,332.4837053737922,76816.11879030576
"IRQ",2001,16.026636417037196,4078.121178573348
"ISR",2001,145.96523805451173,30333.324077769917
"ITA",2001,9871.496931661854,2541811.612557243
"JAM",2001,1246.2415233271213,592687.288061894
"JEY",2001,3.6963388705227933,1427.0006032398612
"JOR",2001,0.5220280310915502,102.01851413106192
"JPN",2001,23977.461618862322,8908914.251111526
"KAZ",2001,4534.702741324709,1116952.887970651
"KEN",2001,19027.21104888757,8858715.404231088
"KGZ",2001,589.2263559968981,150002.7784417725
"KHM",2001,28491.443870947376,14150705.512135193
"KNA",2001,45.60965867600312,17756.770448736628
"KOR",2001,5503.445334868555,1380503.0520541526
"LAO",2001,36474.6507504627,19083003.740932688
"LBN",2001,299.40426759816205,70211.00141991138
"LBR",2001,29185.670180330686,12746498.710299157
"LBY",2001,17.15270151699892,3224.9368392213114
"LCA",2001,31.080463208523632,14973.291784697312
"LIE",2001,3.4239432119278015,1650.5118089084979
"LKA",2001,3759.510363382602,1409450.279061201
"LSO",2001,1.1400521308137561,323.10813276290395
"LTU",2001,7961.687395217165,2101634.2794480883
"LUX",2001,68.6096919671928,31155.101698266004
"LVA",2001,24907.621124473095,6233494.04332398
"MAC",2001,1.4280703393362622,0.0
"MAF",2001,2.1236559847047407,670.7450873282432
"MAR",2001,1868.288605884477,476487.65088552097
"MDA",2001,146.68806072638031,34554.60739588418
"MDG",2001,86956.83269885095,41335858.26347736
"MDV",2001,4.743487262381189,360.51233479551405
"MEX",2001,158302.98849058987,49256828.758429766
"MKD",2001,2059.8641431301367,634930.6434763735
"MLI",2001,347.8706881063303,112495.08435874965
"MLT",2001,1.2519125375846887,291.1405073370028
"MMR",2001,44804.23912730605,22851402.21452623
"MNE",2001,858.4920805239994,347581.8569197224
"MNG",2001,21056.722644031615,4681635.985193386
"MOZ",2001,60936.64967623529,19684321.862543155
"MRT",2001,31.838435367579606,7422.133728744426
"MSR",2001,7.078555305502111,2918.115562258861
"MTQ",2001,192.96524826154288,90580.8749818095
"MUS",2001,156.581383524905,80936.92733253555
"MWI",2001,2488.2807704503525,889303.0235883121
"MYS",2001,332497.42453449784,129339105.78717944
"MYT",2001,31.302693666773205,15518.431012405765
"NAM",2001,417.51246074275576,84202.81103468433
"NCL",2001,697.9210994349737,258980.23286672545
"NER",2001,0.15019566479816857,23.807846313683523
"NGA",2001,43386.49462046781,14100117.779647011
"NIC",2001,44109.79204906222,19900991.12537958
"NLD",2001,736.4216233847905,260181.40502559597
"NOR",2001,22445.941399305746,4387653.413784707
"NPL",2001,1523.1947518804516,907147.1346895101
"NZL",2001,50528.282390259345,20476530.63850401
"PAK",2001,217.77039508557064,82254.35613207072
"PAN",2001,18264.10740919843,9287824.011442496
"PER",2001,86013.86649075423,53144230.5386972
"PHL",2001,35165.19170445565,19609341.384335447
"PLW",2001,52.11206111854148,37588.471538525955
"PNG",2001,36005.13509686963,25033258.70365004
"POL",2001,19066.10207518364,5563628.797378923
"PRI",2001,1252.3622311306517,522803.71834341675
"PRK",2001,11945.609487843658,3022676.443807041
"PRT",2001,24405.3798222201,6286871.649157002
"PRY",2001,150238.73294177355,35860163.51954346
"PSE",2001,2.2193022776390037,449.3746318256869
"REU",2001,28.617214131865556,14580.17406430194
"ROU",2001,17535.52879214996,6745480.854663033
"RUS",2001,1826600.2257928597,295805468.5221976
"RWA",2001,1516.766320783176,595886.8274995273
"SDN",2001,26.942953159391145,6926.102256560614
"SEN",2001,70.59427484559615,19589.403766851334
"SGP",2001,43.4538946711022,13271.293719961343
"SLB",2001,2187.117444004163,1628369.14162515
"SLE",2001,18596.425298670856,6996953.029219684
"SLV",2001,9499.391624037513,3361898.593348605
"SOM",2001,339.30394592143864,71166.21506671316
"SRB",2001,2379.5834004701596,946576.5276538216
"SSD",2001,4906.033992682085,1223630.2652750742
"STP",2001,77.22190501910364,44438.39817852492
"SUR",2001,3688.9470519851566,2643087.2596245096
"SVK",2001,3897.3931589882236,1559971.0002763914
"SVN",2001,615.4603105094274,254561.3994992833
"SWE",2001,144850.63556761228,26960872.342862908
"SWZ",2001,6734.853710662622,3499958.938753821
"SXM",2001,1.318283676577616,355.02540474887434
"SYC",2001,0.37957476803600276,121.62871335508994
"SYR",2001,267.2352947336918,66046.12419628499
"TCA",2001,7.7272030495577075,1195.4739832266275
"TCD",2001,883.6264799284601,224458.90149424467
"TGO",2001,2776.2306162179884,743672.2275766432
"THA",2001,36101.943587252776,18225399.536288988
"TJK",2001,61.53772784665547,14711.83990469574
"TKM",2001,46.21279328987052,10115.28078062224
"TLS",2001,677.4261599080289,391503.4974270626
"TTO",2001,1829.0960350927817,822220.6274923936
"TUN",2001,230.67043467130097,63727.92327474091
"TUR",2001,22910.005489408082,5174114.402584695
"TWN",2001,1159.0681163379002,567916.3194389937
"TZA",2001,82214.20404098099,28945452.004304633
"UGA",2001,29658.947217653236,11719382.762626275
"UKR",2001,28826.380197285904,9011461.965922683
"UMI",2001,2.1197106802038723,0.0
"URY",2001,7647.452722553862,1720740.7685434695
"USA",2001,1943318.7440119705,656477998.8485924
"UZB",2001,294.82090200658564,64523.029493064685
"VCT",2001,6.896545779443041,3488.112310657354
"VEN",2001,123881.14411700318,47544158.30060693
"VGB",2001,4.092501167653899,1572.025199290064
"VIR",2001,122.51337074738885,42434.77380690792
"VNM",2001,47433.13018443623,23563988.336352084
"VUT",2001,124.33329790796856,69639.11541778567
"XAD",2001,1.6489892622091076,355.04111645755296
"XCA",2001,9.735251156853339,326.58454051481755
"XKO",2001,1122.2054286094624,468790.3401891922
"XNC",2001,17.661583216680512,4054.685490391299
"ZAF",2001,77644.6905992277,34420356.27521093
"ZMB",2001,30123.727104078484,12090999.584761048
"ZWE",2001,8205.934185048322,2803628.2451662803
"ABW",2002,0.5261077315597574,34.35976431628709
"AFG",2002,178.6403638474288,50016.93762935933
"AGO",2002,61034.227265880814,20104089.982733995
"AIA",2002,0.14632965080077293,27.135005571715798
"ALA",2002,277.8198770561331,56651.55359569912
"ALB",2002,889.5171154809723,337161.56847068673
"AND",2002,1.2550222235396196,512.5847466129196
"ARG",2002,105001.86224591554,24858209.042974517
"ARM",2002,172.53859117797697,52829.13069099044
"ATG",2002,17.656041652525527,5010.571687487014
"AUS",2002,312150.1626838958,38246836.492912516
"AUT",2002,10902.149877053293,4488056.237302199
"AZE",2002,1154.2059428666382,282654.07195191766
"BDI",2002,986.9362125527143,308394.2994802567
"BEL",2002,2348.390595657459,1104861.697167091
"BEN",2002,3480.1873460875117,986649.3164680226
"BES",2002,2.1064574574663926,498.7217118960289
"BFA",2002,4.302910899820298,1021.2479883122968
"BGD",2002,3995.2875738141183,1962980.4196594798
"BGR",2002,4638.738812430539,1208099.0238763145
"BHS",2002,700.9761365211115,151820.09300603892
"BIH",2002,692.6588558243585,268665.9690701175
"BLR",2002,25383.415701556805,6914718.200072556
"BLZ",2002,13473.73051058882,5996744.469663964
"BMU",2002,0.7179594019260316,209.15036463211982
"BOL",2002,178807.97117095982,79062641.46413659
"BRA",2002,3507049.440359023,1611051644.6624327
"BRB",2002,11.391981560742126,3359.3132493950716
"BRN",2002,1088.8455974204992,729818.7150007113
"BTN",2002,223.93488153852292,131389.83195940283
"BWA",2002,22.78899862537743,3562.059111880408
"CAF",2002,34417.72160764835,15417648.329950077
"CAN",2002,2316887.665334142,347580020.77001
"CHE",2002,881.3039026888927,425218.7857742206
"CHL",2002,78080.97298225133,22641470.798625935
"CHN",2002,249150.9600804581,94855576.07602966
"CIV",2002,144559.9075092132,54874822.332595706
"CMR",2002,28766.95157050451,14935157.230747279
"COD",2002,514476.68819954887,276887046.6038161
"COG",2002,24310.142379974834,12621965.499698443
"COL",2002,182229.15244789928,96720859.32790186
"COM",2002,41.20393423425391,22475.771329688057
"CPV",2002,22.834003097300197,0.0
"CRI",2002,13289.149086102792,6087510.792743008
"CUB",2002,15035.847383200258,4085866.631586841
"CUW",2002,1.2792836884391083,260.97455299859325
"CYM",2002,5.598244417065943,1225.2363615130184
"CYP",2002,31.74324402104157,6643.281429293375
"CZE",2002,6766.437908201766,2724441.9841564535
"DEU",2002,15303.262374891467,6438307.9074114775
"DMA",2002,11.874708039938657,6496.098843088935
"DNK",2002,1204.489939025414,293921.3511383294
"DOM",2002,10435.979869661625,3686158.705607458
"DZA",2002,3009.8331206448775,788396.5425078538
"ECU",2002,29817.7377164137,17609835.8723477
"EGY",2002,48.81325058290798,9549.16086757782
"ESP",2002,37699.0198096384,10963405.032815764
"EST",2002,21918.38645401351,4973961.107563534
"ETH",2002,13074.08740897593,5304671.611330968
"FIN",2002,142432.4040486986,26371690.00593246
"FJI",2002,703.2099391412208,374810.78207685717
"FRA",2002,33888.39717184103,12871815.82954941
"GAB",2002,13851.846661664198,7909894.170390509
"GBR",2002,20112.349959705167,7015121.878112493
"GEO",2002,536.4421980251133,193538.1534077489
"GGY",2002,0.05034761749348672,8.778783471720997
"GHA",2002,78395.05298355923,31529791.902534112
"GIB",2002,0.12482941034721512,23.12095612957889
"GIN",2002,28933.47428987116,10672491.811050994
"GLP",2002,50.88541895784098,19169.590213693045
"GMB",2002,40.15764073963706,8580.878237733143
"GNB",2002,6073.797258919805,1847020.1373317037
"GNQ",2002,2986.1105441785144,1888871.4899107362
"GRC",2002,5126.049313139805,1100641.801360206
"GRD",2002,65.83774686297731,34775.98846085836
"GTM",2002,55600.934613245205,22703512.860907905
"GUF",2002,2496.7037489298164,1879612.6304642945
"GUY",2002,4827.3949791997,3059513.8973685354
"HKG",2002,15.611556408296554,6747.531024135199
"HND",2002,31528.01232783036,13281762.208248764
"HRV",2002,2340.17949217578,799073.7634178546
"HTI",2002,2120.380504839118,677327.8941393037
"HUN",2002,7711.037369611759,2626854.5714895236
"IDN",2002,855275.8630337374,581099771.8383213
"IMN",2002,13.664859799248465,3804.4197384994286
"IND",2002,53005.48774299055,25741417.91158215
"IRL",2002,5298.280939397984,2145836.0743777575
"IRN",2002,557.7523710477833,128988.20685154016
"IRQ",2002,10.620060314959945,2722.4196448664056
"ISR",2002,111.73067850210307,24555.96226317373
"ITA",2002,10931.227553919232,2948319.308518859
"JAM",2002,1647.5706370802961,734706.9079514167
"JEY",2002,0.8103738939713081,236.77972972198035
"JOR",2002,0.19610755832464163,44.02536815620926
"JPN",2002,26154.03983371629,10103361.440494763
"KAZ",2002,2952.306623724583,740693.7348445045
"KEN",2002,20287.526219996213,9995696.499039326
"KGZ",2002,305.45747979339546,74587.90076328772
"KHM",2002,54862.076200413314,27744381.442685314
"KNA",2002,19.790750576735178,7361.465748965167
"KOR",2002,4705.32687187346,1247603.8076841473
"LAO",2002,55936.730712717785,28816703.1775083
"LBN",2002,81.20045903567227,17872.797832099866
"LBR",2002,56984.423820343036,25451311.33370196
"LBY",2002,40.245663534417986,5461.505654802241
"LCA",2002,10.910968093223634,5664.949927458485
"LKA",2002,3427.680385526293,1253706.421533535
"LSO",2002,2.6871395636220567,690.4028946188814
"LTU",2002,10344.838189749196,2754494.1737036956
"LUX",2002,90.45691516310858,44276.72897155872
"LVA",2002,29175.98819434021,7469831.801246761
"MAC",2002,0.9282073810158358,5.949882367474335
"MAF",2002,5.418846674157679,1754.6564858326537
"MAR",2002,3923.5178271129494,1048995.2968609917
"MDA",2002,229.79642069759674,58872.50521416295
"MDG",2002,89317.5141867466,42296799.702873096
"MDV",2002,4.588154946480611,128.6196795604484
"MEX",2002,158834.12538162322,49897352.04352789
"MKD",2002,890.1837635458385,277262.7224814529
"MLI",2002,175.29044283418372,52500.429853728725
"MLT",2002,1.7529613985416561,435.599453563273
"MMR",2002,66119.68070808116,33645470.32868475
"MNE",2002,179.62077121493067,72612.00698367726
"MNG",2002,18728.01995493912,3031456.5789635526
"MOZ",2002,106658.33763229739,33891988.442637734
"MSR",2002,1.62272987035147,794.2139659754952
"MTQ",2002,48.86224870990351,24008.756651258864
"MUS",2002,154.42996053035324,76895.3842759721
"MWI",2002,4189.572627992696,1593948.3686364922
"MYS",2002,312553.7873327663,139186214.2990589
"MYT",2002,20.869190362740085,10832.764640438458
"NAM",2002,108.00721822763501,21878.760425828612
"NCL",2002,626.8680587895832,218676.58347929837
"NER",2002,0.6764164435855735,55.79061875075145
"NGA",2002,32346.7100639561,11441963.265951896
"NIC",2002,54194.49468965784,26706917.321108103
"NLD",2002,824.5813585614009,287642.85951055243
"NOR",2002,26635.753194629626,5399107.392500428
"NPL",2002,2128.643309649216,1268521.6635641407
"NZL",2002,63227.927104114366,27186576.103478704
"PAK",2002,325.01175241510805,138824.59384903338
"PAN",2002,19200.137179005676,9391222.604605075
"PER",2002,80452.08581872507,49774642.69593864
"PHL",2002,32309.189261615633,18240419.129687622
"PLW",2002,75.30077103793151,57438.4823974852
"PNG",2002,54575.50220283366,37868960.535826154
"POL",2002,31070.139790370406,9409631.065253299
"PRI",2002,1168.0957775076686,482776.062438427
"PRK",2002,5358.227207026503,1390211.564494516
"PRT",2002,34903.349145633096,8647340.926035779
"PRY",2002,195124.63977323327,49228352.32410493
"PSE",2002,1.830287114546579,344.7728890122607
"REU",2002,502.6683752347676,221167.28533360575
"ROU",2002,16356.44545125387,6590845.162006157
"RUS",2002,2700378.61646756,376666277.45139587
"RWA",2002,941.3387180415664,314207.9545355676
"SDN",2002,76.100355817295,15840.431960990914
"SEN",2002,164.4305544204714,46747.08126718732
"SGP",2002,123.51699899682126,45256.014168533955
"SLB",2002,3866.1066676061387,2959105.8252003915
"SLE",2002,15310.24197184778,5353133.087534068
"SLV",2002,4666.509817077913,1715183.4371956638
"SMR",2002,0.11147912894096587,17.95364558977003
"SOM",2002,250.89133041983578,48623.98894075627
"SPM",2002,0.10585656288411607,11.48078255921176
"SRB",2002,1134.989088454789,452103.02314697433
"SSD",2002,8148.679824300619,1829359.4929522846
"SUR",2002,3717.4775623941955,2662170.7539646993
"SVK",2002,4015.732504557561,1741649.4357419456
"SVN",2002,723.8725078303686,311028.19545810326
"SWE",2002,178208.62400177098,33689044.84878123
"SWZ",2002,3800.765838255505,1968423.1066455161
"SXM",2002,0.4394277226475445,107.43371317128296
"SYC",2002,0.22777533419812074,62.76385603195942
"SYR",2002,147.99919406998805,38711.70587836125
"TCA",2002,4.652026517454743,772.6326700900438
"TCD",2002,1958.4758298640368,506105.70038950694
"TGO",2002,2020.78548264056,539906.4020804721
"THA",2002,60882.18973660286,30993356.280736513
"TJK",2002,36.63912048615033,9047.79790396833
"TKM",2002,105.17874006197262,25798.803667605087
"TLS",2002,1604.598897745211,904058.0230966773
"TTO",2002,726.0770093425068,328445.33011660376
"TUN",2002,243.8717386661177,60281.15007573886
"TUR",2002,25722.221416789413,5755807.896358564
"TWN",2002,1004.5740217444826,491002.19901794946
"TZA",2002,85080.9008941805,28100148.827203467
"UGA",2002,10840.696812711083,3717017.7140194746
"UKR",2002,27077.01970561093,8144850.825576424
"UMI",2002,6.50553305832537,0.0
"URY",2002,6870.118670349908,1876670.6070188556
"USA",2002,2038435.6910358036,669617159.403968
"UZB",2002,265.2317188123235,56786.26885202625
"VCT",2002,7.945998948950542,4026.3841096905935
"VEN",2002,90372.3770765122,33422071.164155643
"VGB",2002,2.9964415563301254,1165.2319093708456
"VIR",2002,20.902833133086027,7980.88958892474
"VNM",2002,49625.43782322284,24463309.56813058
"VUT",2002,108.2396496136766,57805.0963142818
"XAD",2002,0.5072022267360823,124.7856954256225
"XCA",2002,23.393913964442056,1848.5516957877028
"XKO",2002,214.90788225391222,89582.6001890971
"XNC",2002,3.340847416699047,712.6096402613118
"ZAF",2002,47679.93414151415,22263097.78392544
"ZMB",2002,46240.24361343918,16665879.66267178
"ZWE",2002,8016.170850724259,2591099.3544904506
"ABW",2003,0.9770576000162206,79.40695102728746
"AFG",2003,244.3362551767149,72753.97959676437
"AGO",2003,52461.54546571214,16307946.51435799
"AIA",2003,1.0977450849945123,172.09874484514262
"ALA",2003,220.7748551945089,46038.8582587517
"ALB",2003,613.5339649961659,192631.00042694126
"AND",2003,0.34206364213546203,121.5370453153348
"ARG",2003,249155.0068930148,48155579.4662003
"ARM",2003,395.8166949184243,135200.0817396545
"ATG",2003,17.07802261138942,5213.477029993483
"AUS",2003,373846.6090834302,56637558.23954272
"AUT",2003,14475.69482639903,5776683.679631864
"AZE",2003,1039.341551161217,308618.57184229913
"BDI",2003,1325.1833183144026,486963.0104256085
"BEL",2003,1889.7775126456486,904251.0735555443
"BEN",2003,3475.9264146506775,1011673.4175982368
"BES",2003,16.150189673179547,0.0
"BFA",2003,2.0382434837905903,487.3827114749589
"BGD",2003,2159.4571583422007,1055090.1471022896
"BGR",2003,5198.715557750092,1636565.4839708782
"BHS",2003,274.23087625079586,56111.85300710243
"BIH",2003,307.8114116824444,123325.12808881945
"BLR",2003,32119.38156307515,8614391.164279677
"BLZ",2003,6843.896175354129,2982566.9318824555
"BMU",2003,0.13057024276584386,26.765270561221918
"BOL",2003,163759.09875803578,77610109.16466947
"BRA",2003,3248526.734428085,1478305310.9691598
"BRB",2003,2.9978493868487877,879.2225351141426
"BRN",2003,799.1767213173893,512986.10296591895
"BTN",2003,543.600767286449,279603.97440350556
"BWA",2003,8.57255134382095,1354.153322264828
"CAF",2003,13726.637877635061,6675226.183426966
"CAN",2003,1607282.579640001,306956994.8924737
"CHE",2003,433.28288506458534,195999.6028742515
"CHL",2003,82843.76403634551,25789122.596064486
"CHN",2003,261761.4952230371,88069169.12605083
"CIV",2003,86282.29678784579,33056018.384962853
"CMR",2003,25344.846357118873,13633887.305973329
"COD",2003,274739.99936612527,142677312.64978343
"COG",2003,18514.84251835105,9796046.961298471
"COL",2003,122417.14483392604,59335602.79485165
"COM",2003,26.653313946282296,12524.803664724262
"CPV",2003,8.925222414318611,0.0
"CRI",2003,8260.60775475768,4116618.8237495176
"CUB",2003,6556.683915455965,1850783.533648957
"CUW",2003,0.8279577078976309,155.59389139129493
"CYM",2003,6.324797603707654,1358.6913708664783
"CYP",2003,25.229167813254673,5723.714368675084
"CZE",2003,3925.277971307642,1643342.7928521878
"DEU",2003,6448.617531415097,2900728.5435140473
"DMA",2003,27.238702436101473,15179.6762473412
"DNK",2003,1579.7132602724555,387235.98792579735
"DOM",2003,10714.001580517697,4153162.076917319
"DZA",2003,3831.437113181389,1046125.8817302505
"ECU",2003,13835.726425089086,8139535.727732807
"EGY",2003,61.01187804403611,12690.064920501838
"ESP",2003,23315.39343602118,6953223.94417087
"EST",2003,5632.561978609516,1376179.5590793162
"ETH",2003,13936.041223504026,6369074.791301831
"FIN",2003,89696.55115480692,16255145.790007938
"FJI",2003,1572.2359040041572,837845.5676692291
"FRA",2003,26393.334176950855,9918669.188244168
"GAB",2003,16845.22030958808,9861450.1820474
"GBR",2003,1875.167369668363,583275.9306927423
"GEO",2003,292.00268502888684,112316.19879806961
"GHA",2003,24955.24902474296,9781360.309398139
"GIN",2003,9229.458008573076,3517452.71797897
"GLP",2003,76.87749933855714,29379.72228266666
"GMB",2003,10.565436645513307,2393.7069485354127
"GNB",2003,1021.8773642705896,331738.44157419604
"GNQ",2003,1961.1875362739293,1206393.6023246995
"GRC",2003,2562.5351736106754,586049.2838184718
"GRD",2003,71.34625369095426,38018.95186811696
"GTM",2003,98173.67565441385,36514655.6846764
"GUF",2003,1889.081601429532,1399883.754321796
"GUY",2003,7418.606943217312,4533061.086444858
"HKG",2003,7.057239354878253,3433.1200004880498
"HND",2003,33624.77327500592,14247219.152595479
"HRV",2003,1738.980492080273,620682.237969828
"HTI",2003,1070.1620748488451,372273.56414502725
"HUN",2003,5733.0227327300845,2007061.3138272814
"IDN",2003,544810.2966414562,356240371.98994076
"IMN",2003,1.8172980330315807,526.421691419497
"IND",2003,47750.6381466594,22997524.461837903
"IRL",2003,2262.8651822047136,947333.5763358825
"IRN",2003,326.6750206037101,76222.00453264058
"IRQ",2003,19.616724948297637,4988.34521268656
"ISR",2003,30.17165819324043,6355.071960162033
"ITA",2003,3613.191038398803,921280.0547305198
"JAM",2003,1029.2740343533624,445888.33186089055
"JOR",2003,0.06525960308484872,13.32024218264414
"JPN",2003,19747.364254436117,7804916.354316091
"KAZ",2003,3351.8589007168284,564203.9025086366
"KEN",2003,13552.810756986388,6224604.982094868
"KGZ",2003,110.78956037754932,27827.414517573783
"KHM",2003,56839.54350300891,27884051.31589786
"KNA",2003,32.147384419361416,13111.691551646349
"KOR",2003,3611.3329734295617,963874.7182865329
"LAO",2003,87074.13238306902,44629894.24316471
"LBN",2003,83.57542339318366,19372.666705153082
"LBR",2003,21604.81357378903,9841134.439793166
"LBY",2003,25.265717369963056,4495.577380316873
"LCA",2003,19.426686202706634,9470.209173423218
"LKA",2003,3149.494821011783,1184844.5391835803
"LSO",2003,2.4846925837131573,631.2819957582387
"LTU",2003,8916.009263466614,2440584.2436907412
"LUX",2003,103.41997074482545,50240.61601851225
"LVA",2003,21321.4158982868,5731748.850710866
"MAF",2003,3.295436471415828,1121.222690418984
"MAR",2003,2042.5264597853277,554133.7288743193
"MDA",2003,100.59934625906486,26038.812789391155
"MDG",2003,84247.95977445345,37507277.62509412
"MDV",2003,2.14270827407388,29.786882722313866
"MEX",2003,152559.29621048173,48140529.58480513
"MKD",2003,895.2280942617008,290200.95059948263
"MLI",2003,34.24351147247257,10906.76772350117
"MMR",2003,77224.46441370777,39965295.214358464
"MNE",2003,203.6859679195104,61035.77437889664
"MNG",2003,38433.8309970708,6117689.578924301
"MOZ",2003,79643.95852978117,26286915.58605664
"MRT",2003,1.2562662985708921,368.1794600257034
"MSR",2003,2.2860583133669876,1010.3942748023566
"MTQ",2003,288.4695297862199,144062.535183808
"MUS",2003,119.63026211285512,52287.35064038603
"MWI",2003,7112.9967172273155,2593056.198171565
"MYS",2003,183911.21649570065,105458882.62327284
"MYT",2003,30.92584943197268,15026.802233411558
"NAM",2003,208.68421667214028,50240.97554794004
"NCL",2003,883.9158607569915,343936.6549404651
"NER",2003,0.22459616474501715,37.32102763440821
"NGA",2003,13380.628805818125,4546445.051779503
"NIC",2003,46963.690843945995,22257786.235302825
"NLD",2003,309.8542633869565,112717.3098304182
"NOR",2003,14817.391839598024,3073780.3991446714
"NPL",2003,2291.9374757577057,1361876.9839815255
"NZL",2003,44798.28288823137,19777160.72201394
"PAK",2003,641.6977650105559,267286.8109214338
"PAN",2003,11283.210969561449,5608526.466360611
"PER",2003,73869.24330270546,46246812.23204991
"PHL",2003,35154.20535135289,19864828.915587798
"PLW",2003,17.62527664777053,11956.007799503308
"PNG",2003,31805.61402673536,23194651.112543225
"POL",2003,33292.99196950315,9970531.190706395
"PRI",2003,1194.0894541781158,538998.4711918817
"PRK",2003,7348.877292261242,2017174.1598500856
"PRT",2003,26840.336369867156,5379871.121671196
"PRY",2003,267309.0874730289,68692184.42931329
"PSE",2003,1.438763533190375,277.3202467895022
"REU",2003,142.62759707510386,61584.456467271586
"ROU",2003,9427.5989467833,3738285.98523595
"RUS",2003,3030065.8503451697,383382911.45222557
"RWA",2003,1060.927567561839,425923.4042208751
"SDN",2003,18.66824163755342,3507.8414709456506
"SEN",2003,37.788904449553165,10382.820013314778
"SGP",2003,18.842758678476283,6396.437149275029
"SLB",2003,2374.830165172579,1766740.9912418728
"SLE",2003,9098.946830840476,3556283.5705938474
"SLV",2003,5983.700595974625,2182349.4505799254
"SMR",2003,0.05577909176431974,14.492758940248937
"SOM",2003,105.37201533407176,23365.176488972054
